sentiment,year
0.13974166666666668,2000
0.3118333333333334,2000
0.26310481927710844,2000
0.14301805555555555,2000
0.2926000000000001,2004
0.49923977272727293,2004
0.56005,1984
0.1844111111111111,1984
-0.02540212765957447,2004
0.21741272727272729,2004
0.20876129032258064,1996
0.28480338983050846,1996
0.09831062500000001,2016
0.04595991561181435,2016
0.06803560606060599,2016
0.16668148148148143,2016
-0.15854225352112666,2015
-0.00447297297297298,2015
0.03234727272727273,2015
-0.021732727272727258,2015
0.38508518518518525,2007
0.037386363636363634,2007
0.24368437499999998,2007
0.292339534883721,2007
-0.05818510638297873,2007
0.15265882352941176,2007
-0.23564705882352943,2007
0.375516,2007
0.04365294117647058,2011
0.29681071428571426,2011
0.1557666666666667,2011
-0.3773062499999999,2011
0.06568636363636365,2011
0.30696086956521734,2011
0.012609090909090903,2011
0.07986666666666666,2011
0.4429304347826087,1999
0.22460909090909098,1999
0.30760967741935485,1999
0.0327794964028777,2020
0.000629394812680117,2020
0.2896914285714286,2007
0.30642222222222215,2007
0.34543500000000005,2007
0.15979565217391306,2007
0.32563,2007
0.3044103448275862,2007
0.3765117647058823,2007
0.3612843137254902,2011
0.29731111111111114,2011
0.011575471698113201,2011
-0.07126136363636365,2011
0.2790666666666666,2011
0.5576066666666667,2000
0.5903758620689655,2000
0.2108614035087719,2011
0.08620612244897957,2011
0.06640392156862746,2011
0.17191100917431182,2011
0.1914415094339623,2011
0.17797352941176464,2011
0.05674909090909093,2011
-0.1978231884057971,2012
0.12347549019607838,2012
0.08876,2012
0.047213333333333316,2012
0.19895882352941174,2007
0.3556608695652174,2007
0.2648880952380953,2007
0.2795867924528301,2007
0.0874941176470588,2007
0.34694347826086963,2007
0.1802724137931035,2007
0.2794787878787879,2007
0.11772272727272727,2007
0.11997499999999998,2007
0.10749259259259258,1992
0.31130444444444444,1992
0.2730857142857143,1992
0.2570031746031746,2007
0.3134949999999999,2007
0.10812962962962963,2007
0.19099354838709676,2007
0.130275,2007
0.3211615384615385,2007
0.015394999999999992,2007
0.49150000000000005,2012
0.3246329670329671,2012
0.26663589743589733,2012
0.14501186440677966,2012
0.41931944444444436,2011
0.15620714285714282,2011
0.03275609756097562,2011
0.13642641509433961,2011
0.13213913043478262,2011
0.32073749999999995,2011
0.09311914893617021,2011
0.15697804878048774,1984
0.2594159292035398,2008
0.3752484374999999,2008
0.04434174757281553,2004
0.054968780487804854,2004
0.28763448275862064,2012
0.409259,2012
0.11495000000000004,2012
0.06043999999999998,2012
0.22656071428571425,2007
0.14193670886075943,2007
0.12961489361702128,2007
0.11994871794871798,2007
-0.15820416666666673,2007
0.19747500000000004,2007
0.015681250000000025,2007
0.19046000000000002,2011
0.26648235294117645,2011
-0.09996923076923074,2011
0.10928292682926827,2011
0.21936829268292687,2011
0.1185529411764706,2011
0.23849487179487183,2011
0.13619818181818186,2011
0.241526923076923,1999
0.31717586206896553,1999
0.21725714285714284,1999
0.15326034482758621,1999
0.26694468085106376,1999
0.1642775510204082,1999
0.8318,1960
0.19158823529411764,2020
0.039976404494382015,2020
0.06101733333333333,2020
0.22786103896103901,2020
0.20808636363636362,2020
0.10134366197183096,2020
0.07141304347826087,2015
0.12219999999999999,2015
0.03353818181818183,2015
0.26231526717557246,2015
0.22356086956521734,2015
0.06713529411764706,2015
0.3285181818181818,2015
0.112636,2015
0.1361130434782609,2015
-0.01899032258064516,2015
0.06414545454545453,2015
0.2006392156862744,2011
-0.22156341463414633,2011
0.2194125,2011
0.2676631578947368,2011
0.22639500000000004,2011
0.21200833333333338,2011
0.2888636363636363,2011
0.2790592592592593,2011
0.08396944444444446,2011
0.17517741935483871,2011
0.20359761904761906,2011
0.16789464285714287,2011
0.023012765957446796,2011
0.08086410256410256,2011
0.2511090909090909,2011
0.04276904761904764,2007
0.17168624999999998,2007
0.0906450980392157,2007
-0.008945833333333339,2007
0.1849954545454545,2007
0.009295555555555564,2007
0.14564864864864865,2007
-0.05895238095238093,2007
0.030625581395348846,2007
0.07865999999999998,2007
0.08037045454545455,2007
0.15467843137254908,2007
0.17823833333333333,2007
0.11094482758620687,2016
-0.04074083769633508,2016
0.14322258064516136,2000
0.1565276923076923,2000
0.06905966386554621,2020
0.043395294117647074,2020
0.16413690476190473,2019
0.2802782608695652,2019
0.22073617021276595,2019
0.22991707317073168,2019
0.0641735849056604,2019
-0.08282820512820512,2019
0.3488095238095238,2019
0.22732499999999994,2019
0.05923921568627449,2019
0.34950413223140503,1996
0.3942319148936171,1996
0.23315957446808513,2019
0.12431249999999998,2019
0.21931333333333333,2019
0.36769999999999997,2019
0.14526216216216217,2019
0.24227307692307692,2019
-0.001972413793103459,2019
0.10179622641509435,2019
0.05589740259740258,2019
0.2671030769230769,2007
0.5163574074074074,2007
0.23964461538461534,2007
-0.02987619047619046,2007
0.344345,2007
0.21945714285714285,2007
0.35641999999999996,2007
0.3380642857142859,2007
0.12732592592592593,2007
0.42540789473684204,1988
0.5340864864864866,1988
0.2491741935483871,2011
0.22762537313432832,2011
-0.07868,2011
-0.061744117647058824,2011
0.340405,2011
0.06446756756756758,2011
0.2643444444444445,2011
0.37541363636363645,2011
0.3593399999999999,2008
0.18861442307692305,2008
0.10883614457831325,2008
0.28576547619047626,2008
0.1467663043478261,2008
-0.07473877551020405,2008
0.2194,2008
0.23053500000000002,2016
0.19982784810126586,2016
0.08748866666666669,2016
0.03947761194029853,2016
0.06510196078431375,2016
0.08697179487179485,2015
0.20432616822429914,2015
0.4194653846153846,2007
0.20785,2007
-0.13796000000000003,2007
0.1890363636363636,2007
0.3632041666666666,2007
0.49592857142857155,2007
0.5468529411764704,2007
0.5787899999999999,2007
0.22177999999999998,2007
0.15308181818181818,2007
0.1752571428571429,2007
0.38005303030303045,2007
0.19336274509803922,2007
0.2157555555555556,2007
0.12970699999999996,2004
0.0719589473684211,2004
0.8174625,1960
0.47263636363636363,1960
0.16023749999999998,1980
0.14254090909090908,1980
0.5733512195121951,2016
0.18646346153846155,2016
0.2377568181818182,2012
0.17692661870503604,2012
0.2832886792452829,2008
0.18725384615384616,2008
0.20389452054794513,2008
0.024970270270270288,2008
0.005073529411764681,2008
0.16293207547169808,2008
-0.000167272727272726,2016
0.16051914893617023,2016
0.06103333333333332,2016
0.3944566666666668,1988
0.4061806451612903,1988
0.1382267857142857,2007
0.16353452380952382,2007
0.1104159090909091,2007
0.28061282051282055,2007
0.12889047619047622,2007
0.09811041666666669,2007
0.058605882352941174,2007
0.19413296089385476,2008
0.3126403508771929,2008
0.2664551724137932,2020
0.17005499999999998,2020
0.09175040650406503,2016
0.08413217391304345,2016
0.04934731182795699,2016
0.2760957142857142,2016
0.2917111111111111,1999
0.4085151515151514,1999
0.3208594594594595,1999
0.35280666666666666,1999
0.49988857142857146,1999
0.03426543209876543,2007
0.011856666666666661,2007
0.013767187499999976,2007
0.061220000000000004,2007
-0.09031739130434785,2007
0.08292441860465116,2007
0.0260525,2007
0.08345975609756098,2007
0.258522972972973,2007
0.13903857142857146,2007
0.23613863636363638,2007
0.07078000000000001,2007
0.07918387096774192,2007
0.2286,2007
0.29606875,2007
0.06491891891891892,2012
0.2691467741935483,2012
0.30490999999999996,2012
0.4124318181818181,2012
0.12490952380952383,2012
0.25272222222222224,2012
0.3791387755102041,2007
0.03176578947368421,2007
0.21393695652173914,2007
0.009102127659574468,2007
0.3381931034482758,2007
0.15875000000000003,2007
0.05698095238095239,2007
0.30467426470588244,2016
0.15376666666666666,2016
0.2674056451612903,2016
0.02967738095238096,2016
0.6108333333333333,1960
0.2365538461538462,1960
0.24967,2007
0.4724103448275863,2007
-0.04951666666666666,2007
0.43145238095238103,2007
0.2872703703703704,2007
0.31528148148148144,2007
0.2792692307692309,2007
0.17138148148148155,2000
0.336209756097561,2000
0.11581351351351352,2000
0.08017058823529412,2015
0.39863555555555563,2000
0.40271320754716977,2000
0.1910315789473684,2000
0.18792656249999995,2000
0.3010399999999999,2000
0.3773892857142857,2000
0.340226,2000
0.2916197368421052,2008
0.2566,2008
0.27920188679245284,2008
0.32761333333333337,2008
-0.029196428571428568,2008
0.06795079365079366,2016
0.08876329113924049,2016
-0.05611864406779661,2016
0.2865764705882353,2016
0.0252932584269663,2016
0.160565,2016
0.21548666666666666,2016
0.13133666666666668,2007
0.25907777777777785,2007
0.21311698113207542,2007
-0.0011542857142856967,2007
0.1853301587301588,2007
0.14468235294117648,2007
-0.06072000000000001,2007
0.2348181818181818,2007
0.27908135593220335,1976
0.21826575342465743,1976
0.17244255319148938,2000
0.3571620689655173,2000
0.23957441860465112,2000
0.3189666666666667,2000
0.12146206896551719,2000
0.32830800000000004,2000
0.09377619047619046,2000
0.3611125,2000
0.42877368421052636,2000
0.29713125,2000
0.1891180555555555,2019
0.15774492753623187,2019
0.17548611111111106,2019
0.30308987341772153,2019
0.19382786885245903,2019
0.1912133333333333,2019
0.1451641025641026,2019
0.2141867924528303,2000
0.45555428571428563,2000
0.1337706140350878,2020
0.008363470319634685,2020
0.17556750000000002,2007
0.2601,2007
0.20523333333333332,2007
0.07289999999999999,2007
0.04989264705882353,2007
0.04166944444444444,2007
0.17946279069767443,2007
0.23964523809523813,2016
-0.03559892473118279,2016
0.09730512820512821,2016
0.1985036363636363,2016
0.20102637362637377,2008
0.22529226804123706,2008
0.18400148514851494,2000
0.06757013888888888,2000
0.11026755319148934,2000
0.09686392694063929,2016
0.23340432900432903,2016
0.06420909090909094,2020
0.08703457943925233,2020
0.2521525641025641,2020
0.14871263157894735,2020
-0.0037102564102563986,2020
0.07111176470588236,2020
-0.03222,2020
0.09350746268656716,2015
0.16553382352941176,2015
0.07079999999999999,2015
0.24171499999999996,2015
0.13861098901098898,2019
0.13434285714285712,2019
0.04994545454545456,2019
0.19803,2019
0.14609111111111112,2019
0.14331020408163264,2019
0.3973966666666667,2019
0.04024137931034481,2019
0.1314653846153846,2019
0.13322285714285714,2019
0.20244800000000002,2011
0.33360166666666674,2011
0.39418421052631575,2011
0.15278000000000003,2011
0.3500605263157894,2011
0.21171562499999996,2011
0.08336904761904762,2011
0.14602857142857142,2011
0.31802727272727277,2007
0.16015526315789474,2007
0.010398000000000001,2007
0.08132307692307693,2007
-0.2263,2007
-0.031178947368421066,2007
0.021110000000000007,2007
0.239359375,2007
0.2651833333333333,2007
0.2302142857142857,2019
0.39914999999999995,2019
-0.04534864864864864,2019
0.195768085106383,2019
0.2488838709677419,2019
0.25162765957446814,2019
0.11384782608695651,2019
-0.0472904761904762,2019
0.42176,1999
0.25719333333333333,1999
0.250053125,1999
0.15547692307692307,1999
0.06747500000000005,1999
0.30745172413793115,2012
0.2519390625,2012
0.14660270270270273,2012
0.4021,2012
-0.03786363636363637,2012
0.16843,2012
0.056179120879120865,1992
0.10009999999999998,1992
0.09582727272727272,1992
-0.06369705882352944,2023
0.17942,2023
0.252512,2023
0.19702187500000004,2023
0.24807828947368424,2008
0.10683022222222222,2008
0.09728029197080289,2008
0.1286736842105263,2020
0.018648780487804908,2020
0.40132758620689657,2020
0.09766,2020
0.14634285714285714,2020
0.20779166666666662,2020
0.18015333333333342,2020
0.15424318181818195,2016
0.2395224489795919,2016
0.11144166666666667,2012
0.050419196428571456,2012
0.22536075949367088,2000
0.16593653846153847,2000
0.23355178571428573,2000
0.3019957446808511,2000
0.10198510638297877,2000
0.0684785714285714,2020
0.05559344262295083,2020
0.217970786516854,2020
0.20741746031746028,2020
0.09890985915492956,2020
0.04053836477987422,2016
0.18439513888888887,2016
0.3115682758620689,2008
0.14501202531645574,2008
0.08718955223880599,2023
-0.04816666666666666,2023
0.01832888888888888,2023
0.05340714285714286,2023
0.17875365853658537,2023
0.24892258064516137,2023
0.23770147058823526,1976
0.35764677419354834,1976
0.22662564102564106,1999
0.4027954545454545,1999
0.18283272727272734,1999
-0.045762500000000005,1999
0.22192372881355937,1999
0.11814615384615383,1999
0.22769499999999995,1992
0.26025974025974036,1992
0.06212533333333333,1992
0.33414,1999
0.33379583333333335,1999
0.4497263157894737,1999
0.25598695652173914,1999
0.07789800000000001,2011
0.45499032258064515,2011
0.14143749999999994,2011
-0.1027567567567568,2011
-0.1319054054054054,2011
-0.07395454545454547,2011
0.11811500000000001,2011
0.15005517241379313,2011
0.4225000000000001,1996
0.3817743589743589,1996
0.35414999999999996,1960
0.3688636363636364,1960
0.14080689655172413,2023
0.1893063492063492,2023
0.06330609756097563,2023
0.13128695652173916,2023
0.08406538461538463,2023
0.03200897435897435,2023
0.20266060606060604,2007
0.3462181818181818,2007
0.14029285714285714,2007
0.32600625000000005,2007
0.11241785714285714,2007
0.11359999999999996,2007
-0.06448846153846154,2007
-0.41770000000000007,2007
0.28998,2007
0.39315,2007
0.49767272727272727,1980
0.67395,1980
0.1691305194805194,2012
0.2366203592814372,2012
0.283240579710145,1992
0.15153614457831327,1992
0.2548231707317074,1992
0.17141153846153848,2016
0.25481987179487176,2016
-0.0019141176470588218,1984
0.17633064516129032,1984
0.23528252427184468,2016
0.15501571428571428,2016
0.24211119402985087,2012
0.2070473282442748,2012
0.015849740932642492,2008
0.15771693121693123,2008
0.006326262626262618,2007
0.2028825242718447,2007
0.15726363636363636,2007
0.011966666666666645,2007
0.2477636363636364,1988
0.2692691358024691,1988
0.1972478260869566,2015
0.08173295454545457,2015
0.07919651162790697,2015
0.05402262773722629,2015
0.15140961538461542,2007
0.08276571428571429,2007
0.13075116279069773,2007
-0.054860606060606054,2007
0.17420816326530614,2007
0.2394861111111111,2007
-0.1491970588235294,2007
0.27740774647887306,1976
-0.013531707317073195,2016
0.2998476190476191,2016
-0.04044571428571429,2016
0.18305600000000002,2011
0.11756136363636366,2011
0.26750833333333346,2011
-0.17484888888888891,2011
0.29730270270270265,2011
0.14587547169811318,2011
0.17913200000000004,2011
0.02461176470588236,2011
0.21981276595744678,2011
0.4310263157894737,2011
-0.07062222222222223,2011
0.1543064516129032,2011
0.21410833333333326,2011
0.43905555555555553,2011
0.14933333333333337,2007
0.2587718749999999,2007
0.26045428571428564,2007
0.11157037037037039,2007
0.2130333333333333,2007
-0.21171904761904764,2007
0.45610312500000005,2007
0.07603739837398373,2016
0.2044695652173913,2016
0.114284,2016
0.06425806451612903,2016
0.09046111111111112,2016
0.016112345679012346,2016
0.17850000000000002,2008
0.34289436619718305,2008
0.19892786885245903,2008
0.20501170212765954,2008
0.3559241935483871,2008
-0.11187187499999998,2008
0.22738823529411764,2015
0.26131590909090907,2015
0.14595,2015
0.16307619047619046,2015
0.05382745098039215,2004
0.1451654545454546,2004
0.14479836065573773,2004
0.3206181818181818,2004
0.1899577777777778,2004
-0.04125081967213115,2004
0.238956862745098,2004
0.19477391304347821,2012
0.11598720930232558,2012
0.2365931034482759,2012
-0.4081222222222222,2012
-0.011920833333333325,2012
0.32577441860465106,2000
0.4156615384615384,2000
0.11727636363636366,2007
0.10793125,2007
0.2684689655172413,2007
0.020141666666666655,2007
0.24232000000000004,2007
0.24747105263157895,2007
0.16758666666666663,2007
0.06892702702702702,2007
0.1615128205128205,2007
0.13117741935483873,2007
0.2608307692307692,2012
0.14906336633663364,2012
0.1095488888888889,2012
0.014263043478260877,2012
0.16592992125984254,2008
0.305642372881356,2008
0.20850344827586204,2019
0.25879583333333334,2019
0.15965833333333335,2019
0.17999032258064512,2019
-0.13828235294117644,2019
-0.0829263157894737,2019
0.1547441176470588,2019
0.5028428571428571,2019
0.02795405405405405,2019
0.016224561403508773,2019
0.16689534883720933,2019
0.08936721311475415,2019
0.07340370370370371,2019
0.14624285714285715,2019
0.11353478260869566,2019
0.08241874999999999,2019
-0.12765428571428566,2019
0.09423636363636363,2019
0.080609375,2019
0.1453419354838709,2008
0.058660824742268074,2008
0.002285714285714285,2008
0.19503203883495143,2008
0.05275641025641027,2008
0.1395474025974026,2008
0.15588823529411766,2011
0.31896734693877565,2011
0.18530000000000002,2011
0.10096428571428571,2011
0.22617916666666663,2011
0.13726842105263157,2011
0.2599,2011
-0.013709999999999995,2011
0.17237500000000003,2011
0.18606666666666666,2004
0.0053303030303030316,2004
0.12241785714285713,2004
0.153221875,2004
-0.054492857142857155,2004
0.12417142857142859,2004
-0.003101886792452832,2004
0.26923777777777774,2019
0.17897000000000005,2019
-0.09340192307692309,2019
0.3261916666666667,2019
0.2206,2019
0.19993921568627457,2019
0.09043260869565219,2019
0.16755094339622642,2019
0.026338095238095254,2019